Title,Genre,Tags,Languages,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,Summary,Series or Movie,IMDb Votes,Image
The Main Event,"Action, Comedy, Family, Fantasy, Sport","Sports Movies,Children & Family Movies,Family Comedies,Sports Comedies,Comedies",English,"Mexico,Spain,Portugal,Italy,Iceland,Argentina,Turkey,Singapore,United States,United Kingdom,Thailand,France,Belgium,Romania,Switzerland,South Africa,Greece,Australia,Israel,Japan,Czech Republic,Russia,South Korea,Poland,Netherlands,Sweden,Hong Kong,India,Hungary,Germany,Slovakia,Lithuania,Brazil,Canada,Malaysia,Colombia",1-2 hour,Jay Karas,"Peter Hoare, Larry Postel, Zach Lewis, Jim Mahoney","Seth Carr, Ken Marino, Adam Pally, Tichina Arnold",TV-G,4.7,,,,10-Apr-20,10-04-2020,,https://www.netflix.com/watch/81024153,"Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival.",Movie,1801,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbn7vI4G9yojY0GGATxXIvEMHmBGV2DNmuoumxfZj5zEJpZloN3_r7fK2OMDWXJbqVBjBgSLUpwHGVinReaQD-MEtxiRiWbU0Gl1IQ_bRZrvKhfC0J9Hm8F2-CQ.jpg?r=811
LA Originals,Documentary,"Hip-Hop,Social & Cultural Docs,Music & Musicals,Documentary Films",English,"Spain,Mexico,Iceland,Portugal,Italy,Argentina,Turkey,Singapore,Thailand,France,Belgium,Switzerland,South Africa,Romania,Greece,United States,Australia,Israel,Czech Republic,South Korea,Japan,Russia,Hong Kong,Poland,Sweden,Netherlands,India,Hungary,Slovakia,Germany,Lithuania,Brazil,United Kingdom,Canada,Malaysia,Colombia",1-2 hour,Estevan Oriol,"Brian Maya, Omar Quiroga","Clifton Collins Jr., Snoop Dogg, Estevan Oriol, Mister Cartoon",,7.2,,,,10-Apr-20,10-04-2020,,https://www.netflix.com/watch/80995284,"Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.",Movie,1499,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU9YgN6gWnWPWpVH0N_Tec-qLbh_SOIDMvYQEddTMwZsebcLIhskKSi-sNs0TD2G9U_TNKodE27wRtvzytfJUV6abvOprYQcshZ237x50P-FNQoCAFZkd3fwaug.jpg?r=08d
Love Wedding Repeat,"Comedy, Romance","Romantic Movies,Comedies,Romantic Comedies,British Movies",English,"Spain,Mexico,Portugal,Iceland,Argentina,Turkey,Singapore,Thailand,Belgium,South Africa,Greece,Israel,Japan,South Korea,Russia,Hong Kong,Poland,Sweden,Netherlands,Australia,Germany,Lithuania,Brazil,United States,Romania,United Kingdom,Czech Republic,Hungary,Slovakia,India,France,Italy,Switzerland,Canada,Malaysia,Colombia",1-2 hour,Dean Craig,"Dean Craig, Francis Nief, Christelle Raynal","Freida Pinto, Olivia Munn, Eleanor Tomlinson, Sam Claflin",TV-MA,5.5,,,,10-Apr-20,10-04-2020,,https://www.netflix.com/watch/80227754,"Different versions of the same day unfold as Jack juggles difficult guests, unbridled chaos and potential romance at his sisters wedding.",Movie,17484,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbNZ3XiNYXEGJkRojuq5RCpYvZvfAcnVDzfzS-YtFO4jp5aJM7tvQSWOC9ucLegW1lZZc8d0Dgf227UiOpfOIKjN0V2QXfp_9UWGjQbl6_cuR2QOCLAkryfO6ac.jpg?r=58a
Persona 5: The Animation,"Animation, Action, Fantasy","Anime based on a Video Game,Sci-Fi & Fantasy Anime,Action Anime,Anime Series,Japanese TV Shows,School Anime,Anime for Gamers","Japanese, English",South Korea,< 30 minutes,,,"Erika Harlacher, Jun Fukuyama, Sôichirô Hoshi, Robbie Daymond",TV-14,6.8,,,,18-Aug-20,10-04-2020,,https://www.netflix.com/watch/81228024,A group of high school outcasts travel an alternate metaverse to steal hearts and change the twisted desires of the adults who wronged them.,Series,378,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcT3y9qFdVBgmAS3B25s77TROMTXSNRxMRmJsqLj1laZl4N2MbF1GQG2URiDJiBHpEj5Srg6fQfe1npaRouR7UbPHg.jpg?r=7a8
Four Corners,"Crime, Thriller","Crime Movies,Dramas,Crime Dramas,African Movies,Social Issue Dramas,South African Films","Afrikaans, English",South Africa,1-2 hour,Ian Gabriel,"Hofmeyr Scholtz, Terence Hammond","Brendon Daniels, Irshaad Ally, Lindiwe Matshikiza, Jezriel Skei",TV-MA,6.6,8,10,,28-Mar-14,10-04-2020,"Giant Films, Moonlighting Films",https://www.netflix.com/watch/70299618,"In the Cape Flats, a newly released ex-con exacts revenge and triggers a gang war, sending ripples through the life of a 13-year-old chess prodigy.",Movie,365,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYJMpfjE2nIVVpH8oJk9fWQ1AYu4pDxZkCsYq0DJRxGJF10mLZ6ATMhOe1ciCUGVoN-MT1wJD2LK8qbglUweRjsppw.jpg?r=d00
The Place,"Drama, Mystery, Thriller","Psychological Thrillers,Dramas,Italian Movies,Italian Thrillers,Italian Dramas,Thriller Movies",Italian,Italy,1-2 hour,Paolo Genovese,"Paolo Genovese, Isabella Aguilar, Christopher Kubasik","Silvio Muccino, Marco Giallini, Alessandro Borghi, Valerio Mastandrea",,7,1,17,,09-Nov-17,09-04-2020,"Medusa Film, Leone Film, Lotus Productions",https://www.netflix.com/watch/81002881,"A series of strangers visit an enigmatic man that they believe can grant any wish. In return, they must carry out any task he assigns.",Movie,9789,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUEp7SzxNOmt3cZuFuY7qlEGoPTP9ckW9tOEAyX4X-7kHL6HU7qIiOzPFj-cqUBhMIPHarPlQIhziMh7mOQ_QauC7w.jpg?r=695
Welcome to Mercy,"Drama, Horror, Mystery, Thriller","Horror Movies,Psychological Thrillers,Supernatural Horror Movies,Thriller Movies,Supernatural Thrillers,Independent Movies","English, Latvian",United Kingdom,1-2 hour,Tommy Bertelsen,Kristen Ruhlin,"Marta Kessler, Lily Newmark, Kristen Ruhlin, Eileen Davies",Unrated,4.9,,,,02-Nov-18,09-04-2020,IFC Films,https://www.netflix.com/watch/81033155,"When she goes to Latvia with her daughter to visit her dying father, a woman is afflicted by stigmata-like wounds and seeks help at a sinister convent.",Movie,760,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVrRQfkKauwdno-K1cul2jlXYAauHfcQE5jaH21XVHMHl1I7nE7WJua1W1PgWe4lnv7azMgaeQrkZuR0TbxbCSeQzA.jpg?r=45f
Night Hunter,Thriller,"Crime Thrillers,Crime Movies,Thriller Movies",English,"South Africa,United Kingdom",1-2 hour,David Raymond,David Raymond,"Ben Kingsley, Stanley Tucci, Alexandra Daddario, Henry Cavill",R,5.9,1,,,06-Sep-19,09-04-2020,"PalmStar Media, Arcola Entertainment, Buffalo Gal Pictures, Arise Pictures",https://www.netflix.com/watch/81171010,A detectives hunt for a serial killer intersects with a vigilantes quest to punish sexual predators in a case of dizzying twists and turns.,Movie,15152,http://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbD9MwPfdE6UBmojDGxHXpJvcagjxI2Y7GGXdSkZwhB8eiMp37kav1155UpN3FDUpniUK5IS2F06phmPatHxlYlDGw.jpg?r=41b
The Circle France,Reality-TV,"Competition Reality TV,French TV Shows,Reality TV",,"Lithuania,France,Belgium,Romania,Spain,Greece,Czech Republic,Argentina,Iceland,Australia,Japan,South Korea,Russia,Sweden,Poland,Hong Kong,Hungary,Slovakia,Germany,Portugal,Turkey,Canada,South Africa,Singapore,Switzerland,United States,Thailand,Malaysia,Brazil,Netherlands,Italy,Israel,India,Mexico,Colombia",< 30 minutes,,,"Romain Ben, Maxime Merkouchenko, Éléa, Alfred Gerbet",,7.4,,,,09-Apr-20,09-04-2020,,https://www.netflix.com/watch/81044719,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",Series,441,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXZ6sp4n7QpV3J0GgFNYfy0VGEwpL-SXi0jfUBxsA0RBde_wtqFsKvO0Q9bh46iJVKypzFZ6uBl0nPvBlDq-EADVV-aMIOn1PXp4Je9fxwL76XZSxMteC50fzpY.jpg?r=a69
Tiffany Haddish: She Ready! From the Hood To Hollywood!,Comedy,"Comedies,Dark Comedies,Irreverent Stand-Up Comedy,Stand-Up Comedy",English,"Portugal,Greece,Czech Republic,Italy,Iceland,Argentina,France,Singapore,Mexico,Australia,Belgium,Netherlands,Poland,Russia,Sweden,Hong Kong,Germany,Hungary,Slovakia,Lithuania,South Africa,Israel,Brazil,Spain,Turkey,United Kingdom,Thailand,South Korea,India,Japan,Romania,Switzerland,United States",1-2 hour,Chris Robinson,Tiffany Haddish,Tiffany Haddish,TV-MA,6.7,,,,18-Aug-17,09-04-2020,Showtime,https://www.netflix.com/watch/80994180,Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.,Movie,411,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZsBPQF3GSF9EGiH-PHo5rSq_mztHyL9uMgELvCQMY2HHSvGhOknlB8SKKdiOiffkIvhgnCPhBCN0DVpl5kDeJRWqw.jpg?r=937
Metrobranding,"Documentary, History","Lifestyle,Documentary Films",Romanian,Romania,1-2 hour,"Ana Vlad, Adrian Voicu","Ana Vlad, Adrian Voicu",,,7.5,,3,,10-Apr-10,08-04-2020,,https://www.netflix.com/watch/81248438,"In this documentary, five everyday objects tell a unique story of communist Romania consumerism, when products had no competition — yet powerful sway.",Movie,30,http://occ-0-3467-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ7jFCjrtFuoXUlo_ULy_sZjw1e9GP-NTfFbqFzgSyRy0_w0jbv9qafZ-HxADtXFY9LP34cu16aNQh_HyRwuhy1ybw.jpg?r=d9d
Viktoria,"Short, Drama, Sport","Independent Movies,Dramas",German,Romania,> 2 hrs,Mónica Lima,"Gonçalo Branco, Mónica Lima","Anjorka Strechel, Sabine Werner, Anton Spieker, Michael Kind",,6.9,1,,,25-Nov-15,08-04-2020,,https://www.netflix.com/watch/70299834,"Thanks to a fluke of nature, Viktoria is dubbed Bulgarias Child of the Decade and grows up at odds with her mother, who wanted to flee to the West.",Movie,7,https://occ-0-3467-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUNmmGcgcnu1l12_YEjtIm4R6eWcGTJ-BjCK_80Q4SwG0yCsXJjDg-NlByLOA0gtsZtIteEDsHDNFt8e0RrNPX3RwQ.jpg?r=2c5
One Girl,Documentary,"Documentary Films,British Movies","Romanian, Arabic, Finnish, English, Acholi",Romania,1-2 hour,Rosa Russo,"Rosa Russo, Paola Boncompagni","Mariana Bebeselia, Noura Ziréi, Sunday Night, Oona Pöykkö",,9.1,1,4,,02-Feb-19,08-04-2020,,https://www.netflix.com/watch/81248442,"Over the course of one day, this documentary observes the daily lives and routines of four girls from South Sudan, Romania, Palestine and Finland.",Movie,10,https://occ-0-3467-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe24eQNhIe_b39OKbM--xx1w3HEdDHPrPm93s1cfVzojA05O9gBHxmQMALLInnG0FS4BwpnS-E9zdgiTQSeQe9AWQw.jpg?r=594
Wolf,"Crime, Drama, Thriller",Dramas,"Dutch, Arabic, French, Turkish, English",Romania,1-2 hour,Jim Taihuttu,Jim Taihuttu,"Chems Eddine Amar, Steef Cuijpers, Raymond Thiry, Marwan Kenzari",Unrated,7.3,7,13,,19-Sep-13,08-04-2020,,https://www.netflix.com/watch/81248450,"A teen boy grieving his fathers death while grappling with growing up and his burgeoning sexuality finds solace in an elaborate, imaginary world.",Movie,3532,https://occ-0-3467-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRAtfTvFrlbPZImboDA1dvZl-Kx4nW01h_jA-eAWwDlZaYOY_TXnND3R4oRgH1VtFXbV5Dc9VAFAr7nq3ACMIjqBXQ.jpg?r=53a
What to Do in Case of Fire,"Action, Comedy, Drama, Romance, Thriller","Comedies,German Movies,German Comedies,Political Comedies",German,"Switzerland,Germany",1-2 hour,Gregor Schnitzler,"Anne Wild, Stefan Dähnert","Nadja Uhl, Til Schweiger, Martin Feifel, Sebastian Blomberg",R,6.8,2,3,"$33,545",31-Jan-02,08-04-2020,"Deutsche Columbia Pictures Film Prod., Claussen &amp; Wöbke Film Production",https://www.netflix.com/watch/60025070,Six friends linked by their anarchist activities in 1980s Berlin reunite in 2002 after a bomb they planted years ago finally explodes.,Movie,3546,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSTtH5MTs9CVluVEdRAs_4_7AwkEbvH1BscsPbuIbJfY-ldOTGyOAIkjd9MDLIELYlx5xHhIrnNGwMLDsp8atz-_lQ.jpg?r=0b0
Friendship!,"Adventure, Comedy","Movies Based on Books,Comedies,German Movies,German Comedies,Dramas","German, English","Switzerland,Germany",1-2 hour,Markus Goller,"Tom Zickler, Oliver Ziegenbalg","Friedrich Mücke, Todd Stashwick, Alicja Bachleda, Matthias Schweighöfer",,6.5,1,2,,14-Jan-10,08-04-2020,Deutsche Columbia Pictures Film Prod.,https://www.netflix.com/watch/81248633,"When the Berlin Wall collapses, a young man and his best friend set out for San Francisco to search for his father, who fled East Germany years before.",Movie,5356,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbtUzX2T3x-RUMvmtXbfkyi_B11tLYeeIztMGR8BRxQr36-fwcT2REU_dgCFzz8CHaLq4hpz66ZZCkJouT3su4pBcQ.jpg?r=a79
Sing Yesterday for Me,"Animation, Comedy, Family, Musical","Anime Based on Comics,Anime Series,Romance Anime,Drama Anime","English, Japanese, Ukrainian","Japan,Thailand,Singapore,Malaysia",< 30 minutes,"Christophe Lourdelet, Garth Jennings",Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Seth MacFarlane",PG,7.1,3,25,"$27,04,48,425",21-Dec-16,08-04-2020,Chris Meledandri,https://www.netflix.com/watch/81266992,A listless college grad passes the days in mediocrity. But his boring existence transforms after he meets a mysterious girl and her pet crow.,Series,134434,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc5L0LlMYJr-J5YCys-gTa4fyGmCkOl-A14-nr-R88Jr4Yz9T9q5okHe_27nrM2hlwiilxGcAY6Zl3Z4BEfRwQcPbxJMcBBCwNGY7nj4UZlVFfttzyAJtFBL95cyzPCYvzyt0xFRURk.jpg?r=d5d
The Last Post,"Drama, History, Romance, War","TV Dramas,British TV Shows","English, Arabic",United Kingdom,< 30 minutes,,,"Jeremy Neumark Jones, Jessie Buckley, Tom Glynn-Carney, Jessica Raine",TV-14,7.2,1,,,22-Dec-17,07-04-2020,,https://www.netflix.com/watch/81007889,"In the 1960s, the Royal Military Police of Aden battles an armed Arab uprising against British rule while their wives cope with loneliness and fear.",Series,2267,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfM0gmoVtexJjs181J0BBPThBsUkXFlUdi5MS-LOLCwyhNeE6VsQhytxd8o9NfctOR95fB3imYsgtyc0Z94RCVCTAA.jpg?r=463
McMafia,"Crime, Drama, Thriller","British TV Shows,TV Shows Based on Books,TV Dramas,Crime TV Dramas,TV Thrillers","English, Russian, Arabic",United Kingdom,< 30 minutes,,"Hossein Amini, James Watkins","Kirill Pirogov, Igor Pokrajac, James Norton, Merab Ninidze",TV-14,7.7,1,1,,26-Feb-18,07-04-2020,,https://www.netflix.com/watch/80174147,Investment fund manager Alex Godman distances himself from his familys Russian mob ties until a murder entangles him in a web of international crime.,Series,13316,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTIahSGM23u64-WEp04qCw43kzthUYOFwcxr7BCbz8bxmGAZswZFg_bJxHuHbP0k3T1H0eA840r-eCY9s99JMYc4Fw.jpg?r=f65
Dinnerladies,Comedy,"British TV Shows,TV Comedies,Sitcoms",English,United Kingdom,< 30 minutes,,,"Victoria Wood, Andrew Dunn, Shobna Gulati, Thelma Barlow",,7.7,3,7,,12-Dec-99,07-04-2020,,https://www.netflix.com/watch/81254248,"At a Manchester catering company, staff members serve up laughs as they juggle personal and professional predicaments in this light sitcom.",Series,1920,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdPcAziGeLe8TzKcVl3FOUiuj7UblEVw3UEpiaGGv_ORC7sofwOAshEu2vCQ84TPBp-qCx7S-wFLPRN4NRb7g3uyfQ.jpg?r=23a
Pure,"Comedy, Drama","British TV Shows,TV Shows Based on Books,TV Dramas,TV Comedies",English,United Kingdom,< 30 minutes,,,"Joe Cole, Kiran Sonia Sawar, Charly Clive, Niamh Algar",NotRated,7.4,,4,,30-Jan-19,07-04-2020,,https://www.netflix.com/watch/81254306,"Long worried about her constant sexual thoughts, a young woman moves to London, where her search for a new life is tested like never before.",Series,1892,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVla2EYkOPnkpqYIWOvr0OWjCt_VaVRdfVZFX0ZaAEFbRcV3oYcL83yxXVlcof7ZLlL1w_H5rqjbNVp98rYKpNBFXQ.jpg?r=389
SS-GB,"Action, Drama, Sci-Fi, Thriller","TV Shows Based on Books,British TV Shows,Political TV Shows,TV Dramas,TV Thrillers","English, German",United Kingdom,< 30 minutes,,,"James Cosmo, Sam Riley, Kate Bosworth, Rainer Bock",TV-MA,6.6,,2,,19-Feb-17,07-04-2020,,https://www.netflix.com/watch/81254279,"In an alternate-timeline 1941, the Nazis have won the Battle of Britain, forcing Detective Douglas Archer to work under the SS in occupied London.",Series,2989,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVAIFCKmbV1_TIdJlpugKWalJuH-Xg2-9TZemYxSYGXfmVxEcj5WrfZLU82s5ahqZj7Q32rPoF50Q60j-SSs3Np6rg.jpg?r=bf3
David Beckham: For the Love of the Game,"Documentary, Biography, Sport","Food & Travel TV,Travel & Adventure Documentaries,Documentary Films,Social & Cultural Docs,British Movies,Sports Documentaries,Sports Movies",English,United Kingdom,1-2 hour,"Matt Smith, Russ Malkin",,"Dave Gardner, Simon Oliveira, David Beckham",,6.8,,,,29-Dec-15,07-04-2020,,https://www.netflix.com/watch/81254246,"Star footballer David Beckham plays in seven different matches on seven continents in 10 days, a challenge that turns into a journey of revelations.",Movie,200,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY4CchNtgrVCLQhBoiHIR1kZE78BEEP3jxk4IB0QDrKJs3_wd8Qgh_4zthvo33SgI7HY2z4nJNlwnnUrmAyrS6Nbbw.jpg?r=52a
"Wave, Listen to Me!","Animation, Comedy, Drama, Romance","Anime Based on Comics,Anime Series,Drama Anime",Japanese,Japan,< 30 minutes,,,Shinshû Fuji,TV-14,7,,,,03-Apr-20,07-04-2020,,https://www.netflix.com/watch/81261603,"When Minares romance woes are broadcast on the radio, she plans to give the station a piece of her mind. Instead, they offer her a job.",Series,126,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbmkJp6r6jA7Fj-oCL2mU88NFyXX7PZJna5L2HEek10p8FZpvXiisOdZOyjUD93uwuYvmaTB6Sc0QQemq-CBhZl_PoSMpSAUWcnZZhwvKNS9Zr2iYugmK_W6VDHwbKNI7jlvloRPq80.jpg?r=8c6
Mine 9,"Drama, Thriller","Dramas,Independent Movies",English,"Australia,United States,Canada",1-2 hour,Eddie Mensore,Eddie Mensore,"Terry Serpico, Mark Ashworth, Kevin Sizemore, Clint James",NotRated,6.4,4,,"$2,26,421",19-May-20,06-04-2020,Autumn Bailey Entertainment,https://www.netflix.com/watch/81111103,A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.,Movie,4256,http://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeronOgXMA3vLkxYiPspXh0Pfpmroi2PPeSNzH4qc7VXxvcenxoRYu0X0UL_9XHNDge4kBZyjyudMSLYWhswlx9xCA.jpg?r=ffa
Money Heist: The Phenomenon,Documentary,"Documentary Films,Spanish Movies",Spanish,"Brazil,Spain,Italy,Mexico,Israel,Argentina,Iceland,Singapore,Belgium,Portugal,Thailand,Turkey,South Africa,Greece,South Korea,France,Hong Kong,Russia,Switzerland,Poland,Netherlands,Sweden,Germany,Lithuania,Romania,United States,Australia,Japan,Hungary,Slovakia,India,Canada,United Kingdom,Czech Republic,Malaysia,Colombia",30-60 mins,"Luis Alfaro, Pablo Lejarreta","Javier Gómez Santander, Álex Pina, Pablo Lejarreta",,TV-14,7.5,,,,03-Apr-20,03-04-2020,,https://www.netflix.com/watch/81098822,A documentary on why and how Money Heist sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.,Movie,2158,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABamcq2hKWyp6SwfZ-EfYUQj_A7KH5EVjmfq6wxDvJStGuPtlaAyUhZkRFjrvUzDGzDij94hxhXwYnXzSlIYD40euuUU-wolg9uM8wFZtkL2C4TTpZEEJ4biQ6fI.jpg?r=fce
Spirit Riding Free: Riding Academy,"Animation, Action, Adventure, Family","TV Cartoons,Kids TV,Animal Tales",English,"Lithuania,Switzerland,Greece,France,South Africa,Spain,Mexico,Canada,Romania,Argentina,Singapore,Czech Republic,United Kingdom,Iceland,Portugal,Belgium,Thailand,Turkey,Australia,Japan,Russia,South Korea,Poland,Sweden,Hong Kong,India,Hungary,Germany,Slovakia,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,,"Bailey Gambertoglio, Darcy Rose Byrnes, Amber Frank",TV-Y7,7.7,,,,03-Mar-20,03-04-2020,,https://www.netflix.com/watch/81054417,A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.,Series,35,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQOkpV3O_JNanB6fzrGdS9UMuVYhZNf0fjr_PJgCe-o53HW_fNokoFg7Mk7A-ewAWi-XWVSHRaY9ZwU6cwW0NGgP3DRUvkpycLKgc4EkEa01ZVJoIafDO1KMIJI.jpg?r=d51
StarBeam,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Canadian TV Shows,Kids TV,TV Cartoons",,"Lithuania,France,Switzerland,South Africa,Spain,Canada,Mexico,Czech Republic,Argentina,United Kingdom,Iceland,Singapore,Portugal,Belgium,Thailand,Turkey,Australia,South Korea,Russia,Japan,Sweden,Poland,Hong Kong,Hungary,Slovakia,India,Germany,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Loris Kramer Lunsford, Jason Netter","Nahanni Mitchell, Terry Klassen, Sam Vincent, Dean Petriw",,7.1,,,,03-Apr-20,03-04-2020,,https://www.netflix.com/watch/80215155,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!",Series,51,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX5o5abqelUsa3ROnZNjUfn1WCmM3uIDoAydqNfEXTg_WPmN9ZHMlJZQb1HrtBYmbkMxJPnCObBa32upvLPBSG_se_3Hvv6fotiVLswEjenjeNwXKxDowxx4pkk.jpg?r=ba1
Yeh Jawaani Hai Deewani,"Drama, Musical, Romance","Hindi-Language Movies,Romantic Dramas,Romantic Movies,Romantic Favorites,Comedies,Bollywood Movies,Dramas,Romantic Comedies","Hindi, English, French",India,> 2 hrs,Ayan Mukherjee,"Hussain Dalal, Ayan Mukherjee","Aditya Roy Kapoor, Kalki Koechlin, Deepika Padukone, Ranbir Kapoor",NotRated,7.1,24,87,"$38,27,466",31-May-13,02-04-2020,Dharma Productions,https://www.netflix.com/watch/70276515,"On a trekking trip, an introvert falls for a charming ex-classmate, whose thirst for adventure drives them apart. Years later, their paths cross again.",Movie,38477,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcyQedls5AcXvncfWw4kc9GX44i-quNmW9y1Yn_nqS6kYHf7ByynrSJxzwebIDK19FHbT6iiwGVxPilBEDiRsaszzQ.jpg?r=7ba
365 Days,"Drama, Romance","Polish Movies,Polish Dramas,Dramas,Romantic Dramas,Romantic Movies,Movies Based on Books,Steamy Romance,International Dramas,European Dramas,European Movies,Romantic European Movies","Polish, English, Italian","Poland,Russia,United Kingdom,Slovakia,Canada,Germany,United States,Portugal,Czech Republic,South Africa,Lithuania,India,Argentina,Hungary,Australia,Switzerland,France,Japan,Mexico,Netherlands,Spain,Belgium,Brazil,Sweden,Iceland,Italy,Greece,Hong Kong,Singapore,Thailand,Israel,South Korea,Turkey,Malaysia,Colombia,Romania",1-2 hour,"Tomasz Mandes, Barbara Bialowas","Tomasz Klimala, Blanka Lipinska, Tomasz Mandes, Barbara Bialowas","Bronislaw Wroclawski, Anna Maria Sieklucka, Michele Morrone, Otar Saralidze",TV-MA,3.2,,,,07-Jun-20,02-04-2020,,https://www.netflix.com/watch/81245964,"A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",Movie,50125,https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf7PP6jDbzv37R0PwwpbzFanX5NjZq3NxIuhVKjLScQgG_zh7sW_6M5p4-J5nnHocQqVvv0JnEV_hVlTQo8Wc2d8cw.jpg?r=87a
